,Start-date,End-date,Prediction,Answer
0,2020-02-06,2020-03-05,23.087177,23.25
1,2020-02-07,2020-03-06,23.156956,23.0
2,2020-02-10,2020-03-09,23.126976000000003,22.95
3,2020-02-11,2020-03-10,23.060972,23.05
4,2020-02-12,2020-03-11,23.015697,22.2
5,2020-02-13,2020-03-12,22.838835,22.25
6,2020-02-14,2020-03-13,22.478939999999998,21.2
7,2020-02-17,2020-03-16,22.038973000000002,19.45
8,2020-02-18,2020-03-17,21.27365,19.5
9,2020-02-19,2020-03-18,20.423088,18.7
10,2020-02-20,2020-03-19,19.591322,18.7
11,2020-02-21,2020-03-20,19.005287,18.25
12,2020-02-24,2020-03-23,18.591934,19.25
13,2020-02-25,2020-03-24,18.56396,19.65
14,2020-02-26,2020-03-25,18.85436,19.7
15,2020-02-27,2020-03-26,19.261335,19.85
16,2020-03-02,2020-03-27,19.642076,19.5
17,2020-03-03,2020-03-30,19.798857,19.05
18,2020-03-04,2020-03-31,19.711725,18.8
19,2020-03-05,2020-04-01,19.429651,19.15
20,2020-03-06,2020-04-06,19.17089,19.45
21,2020-03-09,2020-04-07,19.063879,19.2
22,2020-03-10,2020-04-08,19.035104999999998,19.4
23,2020-03-11,2020-04-09,19.069284,19.7
24,2020-03-12,2020-04-10,19.196673999999998,19.6
25,2020-03-13,2020-04-13,19.345942,19.75
26,2020-03-16,2020-04-14,19.49103,20.6
27,2020-03-17,2020-04-15,19.759388,20.1
28,2020-03-18,2020-04-16,19.984762,20.3
29,2020-03-19,2020-04-17,20.179302,20.15
30,2020-03-20,2020-04-20,20.24239,19.2
31,2020-03-23,2020-04-21,20.00751,19.1
32,2020-03-24,2020-04-22,19.592197,19.0
33,2020-03-25,2020-04-23,19.194733,18.9
34,2020-03-26,2020-04-24,18.904915,19.4
35,2020-03-27,2020-04-27,18.840168,19.5
36,2020-03-30,2020-04-28,18.960072,19.6
37,2020-03-31,2020-04-29,19.185585,19.6
38,2020-04-01,2020-04-30,19.414103,18.8
39,2020-04-06,2020-05-04,19.369535,18.8
40,2020-04-07,2020-05-05,19.175795,18.75
41,2020-04-08,2020-05-06,18.952238,18.75
42,2020-04-09,2020-05-07,18.781755,18.9
43,2020-04-10,2020-05-08,18.723318,19.15
44,2020-04-13,2020-05-11,18.796988,18.9
45,2020-04-14,2020-05-12,18.874976999999998,19.1
46,2020-04-15,2020-05-13,18.947723,18.8
47,2020-04-16,2020-05-14,18.964304000000002,18.8
48,2020-04-17,2020-05-15,18.932278,18.8
49,2020-04-20,2020-05-18,18.881884,18.85
50,2020-04-21,2020-05-19,18.862607999999998,18.85
51,2020-04-22,2020-05-20,18.862057,19.1
52,2020-04-23,2020-05-21,18.905724,18.75
53,2020-04-24,2020-05-22,18.913805,18.8
54,2020-04-27,2020-05-25,18.881884,19.15
55,2020-04-28,2020-05-26,18.90652,19.05
56,2020-04-29,2020-05-27,18.964426,18.95
57,2020-04-30,2020-05-28,19.003473,18.8
58,2020-05-04,2020-05-29,18.989245999999998,19.1
59,2020-05-05,2020-06-01,18.994509,19.2
60,2020-05-06,2020-06-02,19.043814,19.65
61,2020-05-07,2020-06-03,19.197191,19.85
62,2020-05-08,2020-06-04,19.434038,19.9
63,2020-05-11,2020-06-05,19.663378,20.4
64,2020-05-12,2020-06-08,19.913107,20.15
65,2020-05-13,2020-06-09,20.09975,20.25
66,2020-05-14,2020-06-10,20.203606,19.75
67,2020-05-15,2020-06-11,20.148432,19.45
68,2020-05-18,2020-06-12,19.918356,19.3
69,2020-05-19,2020-06-15,19.626324,19.75
