,Start-date,End-date,Prediction,Answer
0,2020-02-06,2020-03-05,27.416054,29.1
1,2020-02-07,2020-03-06,27.461008000000003,28.15
2,2020-02-10,2020-03-09,27.157346999999998,28.0
3,2020-02-11,2020-03-10,26.774821999999997,27.8
4,2020-02-12,2020-03-11,26.613958,27.05
5,2020-02-13,2020-03-12,26.324207,26.5
6,2020-02-14,2020-03-13,25.672434,25.200000000000006
7,2020-02-17,2020-03-16,25.170935,23.55
8,2020-02-18,2020-03-17,24.361985999999998,22.2
9,2020-02-19,2020-03-18,23.338863,20.0
10,2020-02-20,2020-03-19,21.899637,22.0
11,2020-02-21,2020-03-20,21.278893,21.2
12,2020-02-24,2020-03-23,21.139132999999998,22.55
13,2020-02-25,2020-03-24,21.542309,24.2
14,2020-02-26,2020-03-25,22.416296,24.1
15,2020-02-27,2020-03-26,23.04212,24.2
16,2020-03-02,2020-03-27,23.406813,24.1
17,2020-03-03,2020-03-30,23.297539,24.25
18,2020-03-04,2020-03-31,23.187433,24.25
19,2020-03-05,2020-04-01,23.196648,24.25
20,2020-03-06,2020-04-06,23.219208,24.6
21,2020-03-09,2020-04-07,23.38372,25.0
22,2020-03-10,2020-04-08,23.658886,25.5
23,2020-03-11,2020-04-09,24.02881,25.85
24,2020-03-12,2020-04-10,24.39208,25.5
25,2020-03-13,2020-04-13,24.528955,26.050000000000004
26,2020-03-16,2020-04-14,24.643469,26.65
27,2020-03-17,2020-04-15,24.888653,26.4
28,2020-03-18,2020-04-16,25.05292,26.3
29,2020-03-19,2020-04-17,25.148943,26.2
30,2020-03-20,2020-04-20,25.102342999999998,25.6
31,2020-03-23,2020-04-21,24.8889,25.35
32,2020-03-24,2020-04-22,24.585516000000002,25.5
33,2020-03-25,2020-04-23,24.501663,25.7
34,2020-03-26,2020-04-24,24.606922,26.2
35,2020-03-27,2020-04-27,24.848685999999997,26.4
36,2020-03-30,2020-04-28,25.103977,26.75
37,2020-03-31,2020-04-29,25.332226000000002,27.3
38,2020-04-01,2020-04-30,25.586584,26.800000000000004
39,2020-04-06,2020-05-04,25.590094,26.85
40,2020-04-07,2020-05-05,25.568268,26.85
41,2020-04-08,2020-05-06,25.549093,26.800000000000004
42,2020-04-09,2020-05-07,25.577645999999998,26.85
43,2020-04-10,2020-05-08,25.643845000000002,27.05
44,2020-04-13,2020-05-11,25.751873,26.85
45,2020-04-14,2020-05-12,25.766985000000002,27.15
46,2020-04-15,2020-05-13,25.790602,26.9
47,2020-04-16,2020-05-14,25.789896,26.95
48,2020-04-17,2020-05-15,25.80014,26.800000000000004
49,2020-04-20,2020-05-18,25.773537,26.9
50,2020-04-21,2020-05-19,25.795101000000003,27.0
51,2020-04-22,2020-05-20,25.83941,27.0
52,2020-04-23,2020-05-21,25.8669,26.75
53,2020-04-24,2020-05-22,25.801004000000002,26.85
54,2020-04-27,2020-05-25,25.70749,26.9
55,2020-04-28,2020-05-26,25.705510999999998,26.95
56,2020-04-29,2020-05-27,25.75884,26.800000000000004
57,2020-04-30,2020-05-28,25.750782,26.65
58,2020-05-04,2020-05-29,25.670824,27.05
59,2020-05-05,2020-06-01,25.681063,27.550000000000004
60,2020-05-06,2020-06-02,25.843315,28.200000000000006
61,2020-05-07,2020-06-03,26.161634,28.1
62,2020-05-08,2020-06-04,26.395811,28.0
63,2020-05-11,2020-06-05,26.476478999999998,28.1
64,2020-05-12,2020-06-08,26.501316,28.200000000000006
65,2020-05-13,2020-06-09,26.527247999999997,28.35
66,2020-05-14,2020-06-10,26.594095000000003,28.0
67,2020-05-15,2020-06-11,26.597609999999996,27.65
