,Start-date,End-date,Prediction,Answer
0,2020-02-07,2020-03-06,6.8321004,6.58
1,2020-02-10,2020-03-09,6.808223,6.63
2,2020-02-11,2020-03-10,6.7705226,6.55
3,2020-02-12,2020-03-11,6.730883,6.19
4,2020-02-13,2020-03-12,6.637558,5.68
5,2020-02-14,2020-03-13,6.413257,5.2
6,2020-02-17,2020-03-16,5.9946737,4.95
7,2020-02-18,2020-03-17,5.655976,4.96
8,2020-02-19,2020-03-18,5.414514,4.73
9,2020-02-20,2020-03-19,5.190446400000001,5.02
10,2020-02-21,2020-03-20,5.020225,4.89
11,2020-02-24,2020-03-23,4.901274,4.97
12,2020-02-25,2020-03-24,4.83766,5.15
13,2020-02-26,2020-03-25,4.829701999999999,5.25
14,2020-02-27,2020-03-26,4.8668323,5.18
15,2020-03-02,2020-03-27,4.9276230000000005,5.09
16,2020-03-03,2020-03-30,4.9743032,5.08
17,2020-03-04,2020-03-31,5.00365,5.06
18,2020-03-05,2020-04-01,5.013197,5.04
19,2020-03-06,2020-04-06,5.0073586,5.13
20,2020-03-09,2020-04-07,4.999047,5.24
21,2020-03-10,2020-04-08,4.9994309999999995,5.45
22,2020-03-11,2020-04-09,5.02376,5.5
23,2020-03-12,2020-04-10,5.071397,5.36
24,2020-03-13,2020-04-13,5.1216903,5.42
25,2020-03-16,2020-04-14,5.166798,5.47
26,2020-03-17,2020-04-15,5.2064900000000005,5.41
27,2020-03-18,2020-04-16,5.2308392999999995,5.41
28,2020-03-19,2020-04-17,5.2429266,5.45
29,2020-03-20,2020-04-20,5.247011,5.4
30,2020-03-23,2020-04-21,5.243926,5.4
31,2020-03-24,2020-04-22,5.231806,5.39
32,2020-03-25,2020-04-23,5.216782,5.43
33,2020-03-26,2020-04-24,5.203963,5.69
34,2020-03-27,2020-04-27,5.212135,6.25
35,2020-03-30,2020-04-28,5.276414,6.79
36,2020-03-31,2020-04-29,5.425981,6.77
37,2020-04-01,2020-04-30,5.6303616,6.57
38,2020-04-06,2020-05-04,5.940275,6.43
39,2020-04-07,2020-05-05,6.2719073,6.36
40,2020-04-08,2020-05-06,6.448362400000001,6.38
41,2020-04-09,2020-05-07,6.5059379999999996,6.37
42,2020-04-10,2020-05-08,6.483191000000001,6.45
43,2020-04-13,2020-05-11,6.424138500000001,6.31
44,2020-04-14,2020-05-12,6.3355803,6.59
45,2020-04-15,2020-05-13,6.27994,6.39
46,2020-04-16,2020-05-14,6.2550870000000005,6.32
47,2020-04-17,2020-05-15,6.242380000000001,6.36
48,2020-04-20,2020-05-18,6.247539,6.45
49,2020-04-21,2020-05-19,6.284833,6.4
50,2020-04-22,2020-05-20,6.336107,6.83
51,2020-04-23,2020-05-21,6.4494047,6.68
52,2020-04-24,2020-05-22,6.578537,6.53
53,2020-04-27,2020-05-25,6.654165700000001,6.61
54,2020-04-28,2020-05-26,6.7059917,6.59
55,2020-04-29,2020-05-27,6.737186,6.53
56,2020-04-30,2020-05-28,6.7488410000000005,6.5
57,2020-05-04,2020-05-29,6.743345,6.59
58,2020-05-05,2020-06-01,6.7362423,6.58
59,2020-05-06,2020-06-02,6.731542999999999,6.61
60,2020-05-07,2020-06-03,6.736020599999999,6.65
61,2020-05-08,2020-06-04,6.754461999999999,6.85
62,2020-05-11,2020-06-05,6.795417,6.85
63,2020-05-12,2020-06-08,6.8529606,6.89
64,2020-05-13,2020-06-09,6.919703,6.84
65,2020-05-14,2020-06-10,6.980687599999999,6.54
66,2020-05-15,2020-06-11,6.995197,6.42
67,2020-05-18,2020-06-12,6.9462147,6.42
68,2020-05-19,2020-06-15,6.86373,6.59
69,2020-05-20,2020-06-16,6.788529,6.55
70,2020-05-21,2020-06-17,6.7312193,6.49
71,2020-05-22,2020-06-18,6.676388,6.59
72,2020-05-25,2020-06-19,6.646594,6.59
73,2020-05-26,2020-06-22,6.6440529999999995,6.59
74,2020-05-27,2020-06-23,6.6585727,6.54
75,2020-05-28,2020-06-24,6.676904700000001,6.47
76,2020-05-29,2020-06-29,6.678664,6.5
77,2020-06-01,2020-06-30,6.668866,6.45
78,2020-06-02,2020-07-01,6.6489944,6.45
79,2020-06-03,2020-07-02,6.6160355,6.51
80,2020-06-04,2020-07-03,6.583114999999999,6.56
81,2020-06-05,2020-07-06,6.560506299999999,6.53
82,2020-06-08,2020-07-07,6.548758,6.65
83,2020-06-09,2020-07-08,6.557221000000001,6.57
84,2020-06-10,2020-07-09,6.574882499999999,6.4
85,2020-06-11,2020-07-10,6.563956699999999,6.4
86,2020-06-12,2020-07-13,6.528542,6.34
