,Start-date,End-date,Prediction,Answer
0,2020-02-06,2020-03-05,41.382706,42.85
1,2020-02-07,2020-03-06,41.39638,41.85
2,2020-02-10,2020-03-09,41.352737,41.6
3,2020-02-11,2020-03-10,41.253815,41.8
4,2020-02-12,2020-03-11,41.172405,40.75
5,2020-02-13,2020-03-12,41.04683,40.25
6,2020-02-14,2020-03-13,40.826477000000004,38.85
7,2020-02-17,2020-03-16,40.581894,37.6
8,2020-02-18,2020-03-17,40.23787,36.0
9,2020-02-19,2020-03-18,39.809222999999996,33.6
10,2020-02-20,2020-03-19,39.22273,36.95
11,2020-02-21,2020-03-20,38.68653,36.1
12,2020-02-24,2020-03-23,38.193245000000005,38.25
13,2020-02-25,2020-03-24,37.875865999999995,38.8
14,2020-02-26,2020-03-25,37.664436,38.6
15,2020-02-27,2020-03-26,37.499027000000005,38.95
16,2020-03-02,2020-03-27,37.36136,39.15
17,2020-03-03,2020-03-30,37.219159999999995,39.5
18,2020-03-04,2020-03-31,37.128544,39.0
19,2020-03-05,2020-04-01,37.05904,39.05
20,2020-03-06,2020-04-06,37.004807,39.95
21,2020-03-09,2020-04-07,37.018566,41.0
22,2020-03-10,2020-04-08,37.121056,40.55
23,2020-03-11,2020-04-09,37.258198,41.0
24,2020-03-12,2020-04-10,37.416683,40.8
25,2020-03-13,2020-04-13,37.606056,41.65
26,2020-03-16,2020-04-14,37.84561,41.8
27,2020-03-17,2020-04-15,38.106956,41.85
28,2020-03-18,2020-04-16,38.399883,42.0
29,2020-03-19,2020-04-17,38.70612,42.35
30,2020-03-20,2020-04-20,38.983146999999995,41.8
31,2020-03-23,2020-04-21,39.22527,41.6
32,2020-03-24,2020-04-22,39.391277,42.15
33,2020-03-25,2020-04-23,39.56109,42.0
34,2020-03-26,2020-04-24,39.7243,42.0
35,2020-03-27,2020-04-27,39.88685,42.25
36,2020-03-30,2020-04-28,40.03794,42.55
37,2020-03-31,2020-04-29,40.178787,43.2
38,2020-04-01,2020-04-30,40.348743,42.2
39,2020-04-06,2020-05-04,40.448006,42.85
40,2020-04-07,2020-05-05,40.547657,42.6
41,2020-04-08,2020-05-06,40.641415,42.7
42,2020-04-09,2020-05-07,40.74434,43.0
43,2020-04-10,2020-05-08,40.846428,43.15
44,2020-04-13,2020-05-11,40.948177,42.95
45,2020-04-14,2020-05-12,41.013003999999995,42.9
46,2020-04-15,2020-05-13,41.0671,42.6
47,2020-04-16,2020-05-14,41.114082,42.3
48,2020-04-17,2020-05-15,41.14151,42.35
49,2020-04-20,2020-05-18,41.147163,43.0
50,2020-04-21,2020-05-19,41.185390000000005,42.9
51,2020-04-22,2020-05-20,41.247036,43.0
52,2020-04-23,2020-05-21,41.293007,42.65
53,2020-04-24,2020-05-22,41.333443,42.65
54,2020-04-27,2020-05-25,41.33757,43.0
55,2020-04-28,2020-05-26,41.365532,42.85
56,2020-04-29,2020-05-27,41.37137,42.35
57,2020-04-30,2020-05-28,41.358986,42.55
58,2020-05-04,2020-05-29,41.35192,43.1
59,2020-05-05,2020-06-01,41.371722999999996,43.3
60,2020-05-06,2020-06-02,41.405903,43.65
61,2020-05-07,2020-06-03,41.465298,43.4
62,2020-05-08,2020-06-04,41.530696999999996,43.65
63,2020-05-11,2020-06-05,41.588615000000004,43.95
64,2020-05-12,2020-06-08,41.660015,43.9
65,2020-05-13,2020-06-09,41.732215999999994,44.0
66,2020-05-14,2020-06-10,41.817196,43.3
67,2020-05-15,2020-06-11,41.889922999999996,42.9
68,2020-05-18,2020-06-12,41.891197,42.5
69,2020-05-19,2020-06-15,41.869246999999994,42.85
70,2020-05-20,2020-06-16,41.87045,42.85
71,2020-05-21,2020-06-17,41.854411999999996,42.7
72,2020-05-22,2020-06-18,41.839966,42.55
73,2020-05-25,2020-06-19,41.82574,42.9
74,2020-05-26,2020-06-22,41.80725,42.7
75,2020-05-27,2020-06-23,41.778397,42.85
76,2020-05-28,2020-06-24,41.738552,42.65
77,2020-05-29,2020-06-29,41.685074,42.75
78,2020-06-01,2020-06-30,41.663837,43.1
79,2020-06-02,2020-07-01,41.622032,43.6
80,2020-06-03,2020-07-02,41.60611,43.95
81,2020-06-04,2020-07-03,41.645283,44.4
82,2020-06-05,2020-07-06,41.716766,44.5
83,2020-06-08,2020-07-07,41.798542,45.15
84,2020-06-09,2020-07-08,41.918354,45.3
85,2020-06-10,2020-07-09,42.075829999999996,44.95
86,2020-06-11,2020-07-10,42.245193,45.2
87,2020-06-12,2020-07-13,42.408623,45.3
88,2020-06-15,2020-07-14,42.58296,45.6
89,2020-06-16,2020-07-15,42.767433000000004,44.5
90,2020-06-17,2020-07-16,42.910233000000005,44.8
91,2020-06-18,2020-07-17,43.037729999999996,45.1
92,2020-06-19,2020-07-20,43.151577,45.55
93,2020-06-22,2020-07-21,43.305336,45.5
94,2020-06-23,2020-07-22,43.44393,45.6
95,2020-06-24,2020-07-23,43.569515,45.0
96,2020-06-29,2020-07-24,43.663757000000004,44.6
97,2020-06-30,2020-07-27,43.715286,44.5
98,2020-07-01,2020-07-28,43.715282,45.05
99,2020-07-02,2020-07-29,43.721584,45.35
100,2020-07-03,2020-07-30,43.742313,45.0
101,2020-07-06,2020-07-31,43.746179999999995,44.95
102,2020-07-07,2020-08-03,43.73718,45.4
103,2020-07-08,2020-08-04,43.750355,46.45
104,2020-07-09,2020-08-05,43.814370000000004,47.15
105,2020-07-10,2020-08-06,43.930305,47.1
106,2020-07-13,2020-08-07,44.061848,46.6
107,2020-07-14,2020-08-10,44.163086,46.5
108,2020-07-15,2020-08-11,44.247044,41.0
109,2020-07-16,2020-08-12,44.046665000000004,41.2
110,2020-07-17,2020-08-13,43.82711,42.85
111,2020-07-20,2020-08-14,43.624320000000004,43.35
112,2020-07-21,2020-08-17,43.485706,44.0
113,2020-07-22,2020-08-18,43.396316999999996,44.35
114,2020-07-23,2020-08-19,43.339813,43.5
115,2020-07-24,2020-08-20,43.279915,44.25
116,2020-07-27,2020-08-21,43.18123,44.05
117,2020-07-28,2020-08-24,43.034490000000005,44.1
118,2020-07-29,2020-08-25,42.928898,44.1
119,2020-07-30,2020-08-26,42.83207,43.85
120,2020-07-31,2020-08-27,42.72498,43.5
121,2020-08-03,2020-08-28,42.646057,42.9
122,2020-08-04,2020-08-31,42.578790000000005,42.75
123,2020-08-05,2020-09-01,42.43873,42.65
124,2020-08-06,2020-09-02,42.333233,42.7
125,2020-08-07,2020-09-03,42.243885,42.2
126,2020-08-10,2020-09-04,42.112266999999996,42.7
127,2020-08-11,2020-09-07,41.974483,42.7
128,2020-08-12,2020-09-08,41.899094,42.55
129,2020-08-13,2020-09-09,41.889286,42.45
130,2020-08-14,2020-09-10,41.80635,42.3
131,2020-08-17,2020-09-11,41.712696,42.95
132,2020-08-18,2020-09-14,41.600636,42.7
133,2020-08-19,2020-09-15,41.515923,42.85
134,2020-08-20,2020-09-16,41.443466,42.55
135,2020-08-21,2020-09-17,41.38926,42.5
136,2020-08-24,2020-09-18,41.330154,42.25
137,2020-08-25,2020-09-21,41.261417,41.8
138,2020-08-26,2020-09-22,41.17817,41.0
139,2020-08-27,2020-09-23,41.073192999999996,40.05
140,2020-08-28,2020-09-24,40.894806,40.55
141,2020-08-31,2020-09-25,40.727848,40.95
