,stock_id,date,ADXR
0,5871,2020-03-05,32.410822451222955
1,5871,2020-03-06,32.66403559557914
2,5871,2020-03-09,33.25494457364189
3,5871,2020-03-10,33.9948399581918
4,5871,2020-03-11,34.50828195450732
5,5871,2020-03-12,35.27858592065229
6,5871,2020-03-13,36.65814527358569
7,5871,2020-03-16,38.16253666632527
8,5871,2020-03-17,39.71741073610001
9,5871,2020-03-18,41.2763010949949
10,5871,2020-03-19,43.16935745782779
11,5871,2020-03-20,44.09379358255991
12,5871,2020-03-23,45.13297808681402
13,5871,2020-03-24,45.00343225073463
14,5871,2020-03-25,44.465602683732
15,5871,2020-03-26,44.01209156343927
16,5871,2020-03-27,43.44268978444648
17,5871,2020-03-30,42.742737402192425
18,5871,2020-03-31,42.21611690827987
19,5871,2020-04-01,42.0436243314424
20,5871,2020-04-06,41.98043824400983
21,5871,2020-04-07,41.72053111919063
22,5871,2020-04-08,41.43444114285731
23,5871,2020-04-09,41.268309277591456
24,5871,2020-04-10,40.48454291406768
25,5871,2020-04-13,39.814133673519954
26,5871,2020-04-14,38.59697512178418
27,5871,2020-04-15,37.19533808644225
28,5871,2020-04-16,35.41904526848595
29,5871,2020-04-17,33.614346003902526
30,5871,2020-04-20,32.22594788880275
31,5871,2020-04-21,30.42316575546792
32,5871,2020-04-22,28.79978812861345
33,5871,2020-04-23,27.46930605364057
34,5871,2020-04-24,25.963114054076563
35,5871,2020-04-27,24.684522124555
36,5871,2020-04-28,23.62814755515392
37,5871,2020-04-29,23.259141729182573
38,5871,2020-04-30,23.16791661908309
39,5871,2020-05-04,22.647015682906368
40,5871,2020-05-05,22.53641951930158
41,5871,2020-05-06,22.40139625637592
42,5871,2020-05-07,22.460211507962107
43,5871,2020-05-08,22.58544901892394
44,5871,2020-05-11,22.51524662243648
45,5871,2020-05-12,22.450295376890622
46,5871,2020-05-13,22.07456163016471
47,5871,2020-05-14,21.81409518412123
48,5871,2020-05-15,21.370937773520843
49,5871,2020-05-18,21.167416494445877
50,5871,2020-05-19,21.76822384853109
51,5871,2020-05-20,22.563891299330567
52,5871,2020-05-21,22.892089228901167
53,5871,2020-05-22,22.933868589611443
54,5871,2020-05-25,23.341208529850952
55,5871,2020-05-26,24.030370337228128
56,5871,2020-05-27,24.74092964999588
57,5871,2020-05-28,25.50090534768774
58,5871,2020-05-29,26.101833829685148
59,5871,2020-06-01,26.498066874146154
60,5871,2020-06-02,26.92195581004889
61,5871,2020-06-03,27.18947624892281
62,5871,2020-06-04,27.53327944462637
63,5871,2020-06-05,28.007354917368573
64,5871,2020-06-08,28.49654779078911
65,5871,2020-06-09,29.26169623127153
66,5871,2020-06-10,29.91857644874592
67,5871,2020-06-11,30.6303814115971
68,5871,2020-06-12,30.476322083668748
69,5871,2020-06-15,30.333266993449563
70,5871,2020-06-16,30.4298904397294
71,5871,2020-06-17,30.5146841715104
72,5871,2020-06-18,30.718172459506
73,5871,2020-06-19,31.018571224258157
74,5871,2020-06-22,31.439926342891862
75,5871,2020-06-23,31.223918505856204
76,5871,2020-06-24,31.071159411578527
77,5871,2020-06-29,31.101406233794485
78,5871,2020-06-30,30.871565847661365
79,5871,2020-07-01,31.207570655907467
80,5871,2020-07-02,31.500599974292637
81,5871,2020-07-03,30.64675997077678
82,5871,2020-07-06,29.97741784994103
83,5871,2020-07-07,29.9219111508199
84,5871,2020-07-08,29.97020441344504
85,5871,2020-07-09,29.96741260744334
86,5871,2020-07-10,29.36239710178137
87,5871,2020-07-13,28.68166116952064
88,5871,2020-07-14,27.21010545630569
89,5871,2020-07-15,25.84366086546324
90,5871,2020-07-16,24.59642972952252
91,5871,2020-07-17,23.138657607755487
92,5871,2020-07-20,22.023629094790586
93,5871,2020-07-21,21.11680728334844
94,5871,2020-07-22,20.368249937234705
95,5871,2020-07-23,19.58440177082112
96,5871,2020-07-24,19.322154824274328
97,5871,2020-07-27,19.17369753661888
98,5871,2020-07-28,19.45095882794887
99,5871,2020-07-29,18.49719617949379
100,5871,2020-07-30,17.61155943449979
101,5871,2020-07-31,16.751628364999235
102,5871,2020-08-03,16.3219411791418
103,5871,2020-08-04,15.474985210300716
104,5871,2020-08-05,14.63507152776918
105,5871,2020-08-06,14.126619519830037
106,5871,2020-08-07,13.667887858552556
107,5871,2020-08-10,13.33541422330602
108,5871,2020-08-11,12.814420191697284
109,5871,2020-08-12,12.299387452777331
110,5871,2020-08-13,13.423536468833692
111,5871,2020-08-14,14.821286097447851
112,5871,2020-08-17,15.729154038297434
113,5871,2020-08-18,16.784524622733542
114,5871,2020-08-19,17.745534456797152
115,5871,2020-08-20,17.75678210801351
116,5871,2020-08-21,17.42076997907042
117,5871,2020-08-24,16.87012990956869
118,5871,2020-08-25,16.868281605451312
119,5871,2020-08-26,16.866565323056605
120,5871,2020-08-27,16.582893704925162
121,5871,2020-08-28,15.979672491624186
122,5871,2020-08-31,15.008790610591006
123,5871,2020-09-01,16.01592767470173
124,5871,2020-09-02,16.794313153377217
125,5871,2020-09-03,17.42224179695531
126,5871,2020-09-04,18.45397631880061
127,5871,2020-09-07,19.06896613134397
128,5871,2020-09-08,18.390089241041306
129,5871,2020-09-09,17.985409406036066
130,5871,2020-09-10,17.59947074135891
131,5871,2020-09-11,17.555329575320968
132,5871,2020-09-14,17.514341349714307
133,5871,2020-09-15,17.194202927171762
134,5871,2020-09-16,16.419886287296606
135,5871,2020-09-17,15.552157081378828
136,5871,2020-09-18,15.1477428043241
137,5871,2020-09-21,14.891640029228991
138,5871,2020-09-22,14.055174225068232
139,5871,2020-09-23,13.313200811106125
140,5871,2020-09-24,13.161017620336866
141,5871,2020-09-25,13.019704657479696
142,5871,2020-09-28,13.114191326530996
143,5871,2020-09-29,12.921874901588383
144,5871,2020-09-30,12.497534412491962
145,5871,2020-10-05,12.123361206581505
146,5871,2020-10-06,12.221225298235945
147,5871,2020-10-07,12.174865703722622
148,5871,2020-10-08,12.219210713204491
149,5871,2020-10-12,12.585373440060224
150,5871,2020-10-13,12.945649290551534
151,5871,2020-10-14,12.813434133182666
152,5871,2020-10-15,12.489100177794596
153,5871,2020-10-16,13.140578814102568
154,5871,2020-10-19,13.925658149474597
155,5871,2020-10-20,14.824366809739534
156,5871,2020-10-21,15.387232775264682
157,5871,2020-10-22,15.263730883147549
158,5871,2020-10-23,15.938657968641357
159,5871,2020-10-26,17.11250634162208
160,5871,2020-10-27,17.914172612431106
161,5871,2020-10-28,18.105068858409577
162,5871,2020-10-29,18.07745122787882
163,5871,2020-10-30,17.79583589777107
164,5871,2020-11-02,17.809405625322
165,5871,2020-11-03,18.21481324720758
166,5871,2020-11-04,19.10057975736827
167,5871,2020-11-05,20.242947711127822
168,5871,2020-11-06,21.5192788361972
169,5871,2020-11-09,23.316817931274294
170,5871,2020-11-10,24.78876690753472
171,5871,2020-11-11,27.039282060255253
172,5871,2020-11-12,29.25288008050493
173,5871,2020-11-13,30.390845061773085
174,5871,2020-11-16,31.04518974981916
175,5871,2020-11-17,31.296598952795456
176,5871,2020-11-18,31.53005035555916
177,5871,2020-11-19,32.1732604626911
178,5871,2020-11-20,32.56371911933766
179,5871,2020-11-23,33.315625686200974
180,5871,2020-11-24,34.189733046519144
181,5871,2020-11-25,33.93866896237369
182,5871,2020-11-26,34.235349497008144
183,5871,2020-11-27,34.63780833044444
184,5871,2020-11-30,34.609508565282255
185,5871,2020-12-01,34.60524443676138
186,5871,2020-12-02,34.2969642692596
187,5871,2020-12-03,33.88720663542506
188,5871,2020-12-04,33.68038447364555
189,5871,2020-12-07,33.55014593953857
190,5871,2020-12-08,33.7954996347818
191,5871,2020-12-09,33.42371303408628
192,5871,2020-12-10,33.34983760951182
193,5871,2020-12-11,32.96209025179536
194,5871,2020-12-14,31.76641066322072
195,5871,2020-12-15,30.16631909612041
196,5871,2020-12-16,29.172758809259065
197,5871,2020-12-17,28.04009620902272
198,5871,2020-12-18,26.757513659283678
199,5871,2020-12-21,26.046686677468124
200,5871,2020-12-22,24.715787392049958
201,5871,2020-12-23,23.33110598094809
202,5871,2020-12-24,22.343820957459823
203,5871,2020-12-25,21.688061295189524
204,5871,2020-12-28,21.369150743004976
205,5871,2020-12-29,21.32878909800684
206,5871,2020-12-30,21.151611771572547
207,5871,2020-12-31,21.54457665204349
208,5871,2021-01-04,21.13765799726161
209,5871,2021-01-05,21.252043986124505
210,5871,2021-01-06,21.869050363319293
211,5871,2021-01-07,22.21116043548058
212,5871,2021-01-08,22.883512052432177
213,5871,2021-01-11,22.975270431445207
214,5871,2021-01-12,22.589342587122264
215,5871,2021-01-13,22.64630613297322
216,5871,2021-01-14,22.977188738339585
217,5871,2021-01-15,23.360338716983403
218,5871,2021-01-18,23.10585214179066
