,Start-date,End-date,Prediction,Answer
0,2020-02-06,2020-03-05,203.55879,197.5
1,2020-02-07,2020-03-06,202.43921,197.0
2,2020-02-10,2020-03-09,200.81555,190.00000000000003
3,2020-02-11,2020-03-10,197.32513,185.0
4,2020-02-12,2020-03-11,193.20618000000002,185.0
5,2020-02-13,2020-03-12,189.23903,186.0
6,2020-02-14,2020-03-13,186.78163,173.0
7,2020-02-17,2020-03-16,183.59694,175.0
8,2020-02-18,2020-03-17,180.75773999999998,170.5
9,2020-02-19,2020-03-18,177.95886000000002,177.99999999999997
10,2020-02-20,2020-03-19,177.10968,180.00000000000003
11,2020-02-21,2020-03-20,178.78316999999998,186.0
12,2020-02-24,2020-03-23,182.69489,192.0
13,2020-02-25,2020-03-24,188.55562,193.0
14,2020-02-26,2020-03-25,193.9761,204.5
15,2020-02-27,2020-03-26,198.68028,198.0
16,2020-03-02,2020-03-27,201.13435,197.0
17,2020-03-03,2020-03-30,200.10558,196.0
18,2020-03-04,2020-03-31,197.2756,195.50000000000003
19,2020-03-05,2020-04-01,193.66826,195.0
20,2020-03-06,2020-04-06,190.6254,197.5
21,2020-03-09,2020-04-07,188.78813,196.5
22,2020-03-10,2020-04-08,188.60523999999998,198.5
23,2020-03-11,2020-04-09,190.0549,198.5
24,2020-03-12,2020-04-10,192.78828000000001,196.5
25,2020-03-13,2020-04-13,195.25047,198.0
26,2020-03-16,2020-04-14,197.46,197.0
27,2020-03-17,2020-04-15,198.72214,193.5
28,2020-03-18,2020-04-16,198.31708,193.5
29,2020-03-19,2020-04-17,196.63388,193.5
30,2020-03-20,2020-04-20,195.01023999999998,193.0
31,2020-03-23,2020-04-21,193.86873,197.0
32,2020-03-24,2020-04-22,194.02354,199.0
33,2020-03-25,2020-04-23,195.65904,202.5
34,2020-03-26,2020-04-24,198.515,202.5
35,2020-03-27,2020-04-27,201.57526000000001,198.5
36,2020-03-30,2020-04-28,202.46211,198.0
37,2020-03-31,2020-04-29,202.01088000000001,196.0
38,2020-04-01,2020-04-30,200.25746,197.0
39,2020-04-06,2020-05-04,198.26648,200.5
40,2020-04-07,2020-05-05,197.23207,202.0
41,2020-04-08,2020-05-06,197.77835,201.0
42,2020-04-09,2020-05-07,198.96425,201.5
43,2020-04-10,2020-05-08,200.55319,208.0
44,2020-04-13,2020-05-11,202.62184,207.0
45,2020-04-14,2020-05-12,205.23266999999998,202.0
46,2020-04-15,2020-05-13,206.52481,210.5
47,2020-04-16,2020-05-14,207.71242,205.50000000000003
48,2020-04-17,2020-05-15,208.68275,206.5
49,2020-04-20,2020-05-18,208.63812,204.5
50,2020-04-21,2020-05-19,207.75786000000002,206.0
51,2020-04-22,2020-05-20,206.52568,207.5
52,2020-04-23,2020-05-21,206.10046,208.0
53,2020-04-24,2020-05-22,206.27512,209.0
54,2020-04-27,2020-05-25,207.15575,210.5
55,2020-04-28,2020-05-26,208.12456,210.00000000000003
56,2020-04-29,2020-05-27,209.65143999999998,214.0
57,2020-04-30,2020-05-28,211.41705,216.5
58,2020-05-04,2020-05-29,213.78975,217.0
59,2020-05-05,2020-06-01,216.0789,219.0
60,2020-05-06,2020-06-02,217.86608999999999,219.99999999999997
61,2020-05-07,2020-06-03,219.22021,220.5
62,2020-05-08,2020-06-04,219.99962000000002,225.0
63,2020-05-11,2020-06-05,220.89767,229.5
64,2020-05-12,2020-06-08,222.84607000000003,226.0
65,2020-05-13,2020-06-09,224.29552,225.0
66,2020-05-14,2020-06-10,225.00983,230.0
67,2020-05-15,2020-06-11,225.95349,231.00000000000003
68,2020-05-18,2020-06-12,227.41099999999997,235.0
69,2020-05-19,2020-06-15,229.34126,236.50000000000003
70,2020-05-20,2020-06-16,231.57195,245.0
71,2020-05-21,2020-06-17,235.52222999999998,246.5
72,2020-05-22,2020-06-18,240.29157999999998,223.49999999999997
73,2020-05-25,2020-06-19,238.59613,215.50000000000003
74,2020-05-26,2020-06-22,231.75546,216.0
75,2020-05-27,2020-06-23,224.01908999999998,216.0
76,2020-05-28,2020-06-24,217.97435,218.0
77,2020-05-29,2020-06-29,214.72919,216.5
78,2020-06-01,2020-06-30,214.08872999999997,218.5
79,2020-06-02,2020-07-01,215.48623999999998,221.5
80,2020-06-03,2020-07-02,218.52138,225.50000000000003
81,2020-06-04,2020-07-03,222.5268,221.0
82,2020-06-05,2020-07-06,225.79273999999998,218.0
83,2020-06-08,2020-07-07,226.37418,219.0
84,2020-06-09,2020-07-08,224.79362000000003,217.5
85,2020-06-10,2020-07-09,222.14815,217.5
86,2020-06-11,2020-07-10,219.41433999999998,219.5
87,2020-06-12,2020-07-13,217.74863,219.99999999999997
88,2020-06-15,2020-07-14,217.81036,224.5
89,2020-06-16,2020-07-15,219.40646,224.5
90,2020-06-17,2020-07-16,222.02638,224.5
91,2020-06-18,2020-07-17,224.34167000000002,225.0
92,2020-06-19,2020-07-20,225.60945,218.0
93,2020-06-22,2020-07-21,224.89597999999998,214.0
94,2020-06-23,2020-07-22,222.08786,216.0
95,2020-06-24,2020-07-23,218.51051,214.5
96,2020-06-29,2020-07-24,215.58635,215.0
97,2020-06-30,2020-07-27,213.9907,216.5
98,2020-07-01,2020-07-28,213.66457000000003,213.0
99,2020-07-02,2020-07-29,214.13481000000002,214.5
100,2020-07-03,2020-07-30,214.83707,224.5
101,2020-07-06,2020-07-31,216.95483,228.0
102,2020-07-07,2020-08-03,221.42362999999997,230.0
103,2020-07-08,2020-08-04,226.35762000000003,230.5
104,2020-07-09,2020-08-05,230.49706,229.5
105,2020-07-10,2020-08-06,232.75893,226.99999999999997
106,2020-07-13,2020-08-07,232.1581,242.0
107,2020-07-14,2020-08-10,232.0886,245.0
108,2020-07-15,2020-08-11,235.15252999999998,251.5
109,2020-07-16,2020-08-12,240.6585,253.5
110,2020-07-17,2020-08-13,246.78929,253.5
111,2020-07-20,2020-08-14,252.39326,246.0
112,2020-07-21,2020-08-17,253.71337999999997,249.5
113,2020-07-22,2020-08-18,253.09935,247.5
114,2020-07-23,2020-08-19,250.8313,248.0
115,2020-07-24,2020-08-20,248.3158,253.0
116,2020-07-27,2020-08-21,247.23766,248.99999999999997
117,2020-07-28,2020-08-24,247.33127000000002,247.0
118,2020-07-29,2020-08-25,247.57376000000002,243.0
119,2020-07-30,2020-08-26,247.14825,246.5
120,2020-07-31,2020-08-27,246.27327000000002,246.5
121,2020-08-03,2020-08-28,245.27962999999997,252.49999999999997
122,2020-08-04,2020-08-31,246.35701,248.5
123,2020-08-05,2020-09-01,247.43348999999998,247.5
124,2020-08-06,2020-09-02,248.13067999999998,250.0
125,2020-08-07,2020-09-03,248.54488999999998,247.5
126,2020-08-10,2020-09-04,248.18877,254.49999999999997
127,2020-08-11,2020-09-07,249.39424,251.5
128,2020-08-12,2020-09-08,250.70006,256.0
129,2020-08-13,2020-09-09,252.17686,256.5
130,2020-08-14,2020-09-10,253.77446,256.0
131,2020-08-17,2020-09-11,255.28534,256.0
132,2020-08-18,2020-09-14,256.04956,258.5
133,2020-08-19,2020-09-15,256.23987,257.0
134,2020-08-20,2020-09-16,256.22317999999996,257.99999999999994
135,2020-08-21,2020-09-17,256.35553,259.0
136,2020-08-24,2020-09-18,256.8157,253.5
137,2020-08-25,2020-09-21,256.19174,246.5
138,2020-08-26,2020-09-22,254.14455,252.0
139,2020-08-27,2020-09-23,252.01219,249.5
140,2020-08-28,2020-09-24,250.48692000000003,253.5
141,2020-08-31,2020-09-25,250.15236000000002,247.0
142,2020-09-01,2020-09-28,250.04327,247.5
143,2020-09-02,2020-09-29,249.45992999999999,247.0
144,2020-09-03,2020-09-30,248.58911,251.00000000000003
145,2020-09-04,2020-10-05,248.41167000000002,254.0
146,2020-09-07,2020-10-06,249.33704,247.5
147,2020-09-08,2020-10-07,249.90431,246.5
148,2020-09-09,2020-10-08,249.01512000000002,243.0
149,2020-09-10,2020-10-12,247.0836,242.5
150,2020-09-11,2020-10-13,244.98608,242.0
151,2020-09-14,2020-10-14,243.07282999999998,237.5
152,2020-09-15,2020-10-15,240.74355,242.0
153,2020-09-16,2020-10-16,239.13911000000002,241.5
154,2020-09-17,2020-10-19,238.54407999999998,242.5
155,2020-09-18,2020-10-20,239.455,247.5
156,2020-09-21,2020-10-21,243.05525,248.5
157,2020-09-22,2020-10-22,246.41468999999998,249.5
158,2020-09-23,2020-10-23,248.89261000000002,245.49999999999997
159,2020-09-24,2020-10-26,249.22609,242.5
160,2020-09-25,2020-10-27,247.67772000000002,242.0
161,2020-09-28,2020-10-28,245.11017999999999,243.0
162,2020-09-29,2020-10-29,242.93335,242.0
163,2020-09-30,2020-10-30,241.27074,243.0
164,2020-10-05,2020-11-02,240.85512000000003,245.0
165,2020-10-06,2020-11-03,241.45605,251.00000000000003
