,Start-date,End-date,Prediction,Answer
0,2020-02-06,2020-03-05,19.119062,18.8
1,2020-02-07,2020-03-06,19.115347,18.15
2,2020-02-10,2020-03-09,19.072914,18.15
3,2020-02-11,2020-03-10,18.957998,18.05
4,2020-02-12,2020-03-11,18.807351999999998,17.1
5,2020-02-13,2020-03-12,18.573574,16.0
6,2020-02-14,2020-03-13,18.120929999999998,15.85
7,2020-02-17,2020-03-16,17.578484,15.3
8,2020-02-18,2020-03-17,16.965252,14.95
9,2020-02-19,2020-03-18,16.39953,13.5
10,2020-02-20,2020-03-19,15.773898,14.25
11,2020-02-21,2020-03-20,15.201970999999999,13.85
12,2020-02-24,2020-03-23,14.670195999999999,14.35
13,2020-02-25,2020-03-24,14.354092000000001,14.900000000000002
14,2020-02-26,2020-03-25,14.319660999999998,14.85
15,2020-02-27,2020-03-26,14.471664,15.1
16,2020-03-02,2020-03-27,14.750179000000001,15.1
17,2020-03-03,2020-03-30,15.005773000000001,14.800000000000002
18,2020-03-04,2020-03-31,15.224820000000001,15.45
19,2020-03-05,2020-04-01,15.445754999999998,15.4
20,2020-03-06,2020-04-06,15.607667999999999,15.45
21,2020-03-09,2020-04-07,15.734242000000002,16.1
22,2020-03-10,2020-04-08,15.898709,16.1
23,2020-03-11,2020-04-09,16.06203,16.200000000000006
24,2020-03-12,2020-04-10,16.191282,16.1
25,2020-03-13,2020-04-13,16.285535999999997,16.5
26,2020-03-16,2020-04-14,16.388378,16.75
27,2020-03-17,2020-04-15,16.559168,16.5
28,2020-03-18,2020-04-16,16.696973999999997,16.35
29,2020-03-19,2020-04-17,16.803144,16.3
30,2020-03-20,2020-04-20,16.834846,15.7
31,2020-03-23,2020-04-21,16.757545,15.650000000000002
32,2020-03-24,2020-04-22,16.559717000000003,16.05
33,2020-03-25,2020-04-23,16.381763,15.85
34,2020-03-26,2020-04-24,16.24425,16.3
35,2020-03-27,2020-04-27,16.204498,16.5
36,2020-03-30,2020-04-28,16.279753,16.65
37,2020-03-31,2020-04-29,16.432157999999998,16.95
38,2020-04-01,2020-04-30,16.675596,16.65
39,2020-04-06,2020-05-04,16.882523000000003,17.15
40,2020-04-07,2020-05-05,17.097471,16.8
41,2020-04-08,2020-05-06,17.22854,17.05
42,2020-04-09,2020-05-07,17.31975,16.6
43,2020-04-10,2020-05-08,17.36146,16.65
44,2020-04-13,2020-05-11,17.301735,16.7
45,2020-04-14,2020-05-12,17.185942,16.7
46,2020-04-15,2020-05-13,17.05641,16.200000000000006
47,2020-04-16,2020-05-14,16.928387,16.25
48,2020-04-17,2020-05-15,16.797886,16.1
49,2020-04-20,2020-05-18,16.66036,16.45
50,2020-04-21,2020-05-19,16.586962,16.8
51,2020-04-22,2020-05-20,16.624462,16.85
52,2020-04-23,2020-05-21,16.739555,16.5
53,2020-04-24,2020-05-22,16.846704000000003,16.65
54,2020-04-27,2020-05-25,16.906143,16.6
55,2020-04-28,2020-05-26,16.939129,16.55
56,2020-04-29,2020-05-27,16.95639,16.65
57,2020-04-30,2020-05-28,16.975992,16.6
58,2020-05-04,2020-05-29,16.979461999999998,16.7
59,2020-05-05,2020-06-01,16.975119,16.85
60,2020-05-06,2020-06-02,17.000477,17.2
61,2020-05-07,2020-06-03,17.11145,17.3
62,2020-05-08,2020-06-04,17.265314,17.35
63,2020-05-11,2020-06-05,17.422092000000003,17.75
64,2020-05-12,2020-06-08,17.602629,17.7
65,2020-05-13,2020-06-09,17.766687,18.05
