,Start-date,End-date,Prediction,Answer
0,2020-02-06,2020-03-05,81.59503000000001,79.1
1,2020-02-07,2020-03-06,81.422714,79.4
2,2020-02-10,2020-03-09,81.03504000000001,78.6
3,2020-02-11,2020-03-10,80.65233,74.7
4,2020-02-12,2020-03-11,79.730515,74.6
5,2020-02-13,2020-03-12,78.14789,71.1
6,2020-02-14,2020-03-13,76.71405,70.6
7,2020-02-17,2020-03-16,75.40415,70.0
8,2020-02-18,2020-03-17,74.209404,66.3
9,2020-02-19,2020-03-18,72.93690500000001,70.8
10,2020-02-20,2020-03-19,72.135864,67.5
11,2020-02-21,2020-03-20,71.74450999999999,69.4
12,2020-02-24,2020-03-23,71.65174,71.4
13,2020-02-25,2020-03-24,71.73919000000001,71.0
14,2020-02-26,2020-03-25,71.87611,70.1
15,2020-02-27,2020-03-26,71.945595,70.0
16,2020-03-02,2020-03-27,71.955925,69.9
17,2020-03-03,2020-03-30,71.94767,70.0
18,2020-03-04,2020-03-31,71.97549000000001,70.2
19,2020-03-05,2020-04-01,71.95907,71.2
20,2020-03-06,2020-04-06,72.01907,75.0
21,2020-03-09,2020-04-07,72.195625,74.0
22,2020-03-10,2020-04-08,72.638374,73.9
23,2020-03-11,2020-04-09,73.19673,73.1
24,2020-03-12,2020-04-10,73.58606999999999,74.4
25,2020-03-13,2020-04-13,73.87473,74.1
26,2020-03-16,2020-04-14,74.17305999999999,74.0
27,2020-03-17,2020-04-15,74.44202,75.8
28,2020-03-18,2020-04-16,74.720924,76.2
29,2020-03-19,2020-04-17,75.209496,73.5
30,2020-03-20,2020-04-20,75.436035,73.9
31,2020-03-23,2020-04-21,75.39361,74.0
32,2020-03-24,2020-04-22,75.28868,73.8
33,2020-03-25,2020-04-23,75.22285500000001,74.9
34,2020-03-26,2020-04-24,75.1866,75.2
35,2020-03-27,2020-04-27,75.28392,75.6
36,2020-03-30,2020-04-28,75.439545,77.0
37,2020-03-31,2020-04-29,75.6728,74.5
38,2020-04-01,2020-04-30,75.73373000000001,74.1
39,2020-04-06,2020-05-04,75.6797,74.3
40,2020-04-07,2020-05-05,75.62443499999999,75.2
41,2020-04-08,2020-05-06,75.58896999999999,76.2
42,2020-04-09,2020-05-07,75.73506,78.9
43,2020-04-10,2020-05-08,76.09653,77.3
44,2020-04-13,2020-05-11,76.613815,78.79999999999998
45,2020-04-14,2020-05-12,77.13025999999999,78.2
46,2020-04-15,2020-05-13,77.614716,77.1
47,2020-04-16,2020-05-14,77.89738,75.0
48,2020-04-17,2020-05-15,77.78253000000001,74.8
49,2020-04-20,2020-05-18,77.43081,74.5
50,2020-04-21,2020-05-19,77.052444,74.7
51,2020-04-22,2020-05-20,76.67957,73.6
52,2020-04-23,2020-05-21,76.18038,73.6
53,2020-04-24,2020-05-22,75.69348000000001,74.8
54,2020-04-27,2020-05-25,75.3648,75.3
55,2020-04-28,2020-05-26,75.29394,75.3
56,2020-04-29,2020-05-27,75.376434,75.8
